Date	BTC Close
26.11.2018	3858
27.11.2018	3884.4
28.11.2018	4306.3
29.11.2018	4312.9
30.11.2018	4038.3
03.12.2018	3901.2
04.12.2018	3981.9
05.12.2018	3765.3
06.12.2018	3531.3
07.12.2018	3460
10.12.2018	3524.9
11.12.2018	3435.3
12.12.2018	3535.6
13.12.2018	3354.4
14.12.2018	3282.8
17.12.2018	3625.1
18.12.2018	3780.1
19.12.2018	3810
20.12.2018	4214.5
21.12.2018	3976.1
24.12.2018	4145.2
25.12.2018	3909.7
26.12.2018	3929.8
27.12.2018	3714.7
28.12.2018	4036.7
31.12.2018	3830.5
01.01.2019	3963
02.01.2019	4048.5
03.01.2019	3923.2
04.01.2019	3954.9
07.01.2019	4113.9
08.01.2019	4100
09.01.2019	4083.2
10.01.2019	3712.8
11.01.2019	3716.1
14.01.2019	3749.3
15.01.2019	3656.5
16.01.2019	3671.2
17.01.2019	3723
18.01.2019	3675.7
20.01.2019	3586.1
21.01.2019	3579.4
22.01.2019	3639.1
23.01.2019	3619.9
24.01.2019	3652.6
25.01.2019	3628.9
28.01.2019	3501.9
29.01.2019	3477.9
30.01.2019	3529.6
31.01.2019	3501.1
01.02.2019	3536.2
04.02.2019	3490.5
05.02.2019	3512.6
06.02.2019	3452
07.02.2019	3436.1
08.02.2019	3724
11.02.2019	3681.1
12.02.2019	3694.2
13.02.2019	3666.1
14.02.2019	3656.7
15.02.2019	3670
17.02.2019	3734.5
18.02.2019	3978.1
19.02.2019	3989.9
20.02.2019	4055
21.02.2019	4008.8
22.02.2019	4058.3
25.02.2019	3921.8
26.02.2019	3896.8
27.02.2019	3902.7
28.02.2019	3894
01.03.2019	3914
04.03.2019	3800
05.03.2019	3951.6
06.03.2019	3951.4
07.03.2019	3964.7
08.03.2019	3940.5
11.03.2019	3949
12.03.2019	3954.1
13.03.2019	3947.9
14.03.2019	3948.3
15.03.2019	4003.1
18.03.2019	4073.5
19.03.2019	4104.7
20.03.2019	4127.2
21.03.2019	4044.8
22.03.2019	4045.3
25.03.2019	3970
26.03.2019	3991.7
27.03.2019	4102.5
28.03.2019	4092.6
29.03.2019	4179
01.04.2019	4196.8
02.04.2019	4927.1
03.04.2019	4978
04.04.2019	4938.9
05.04.2019	5080.4
08.04.2019	5312.5
09.04.2019	5216.3
10.04.2019	5311.7
11.04.2019	5065.8
12.04.2019	5114
15.04.2019	5049.2
16.04.2019	5234.3
17.04.2019	5254.5
18.04.2019	5310.8
19.04.2019	5314
22.04.2019	5417.8
23.04.2019	5550.9
24.04.2019	5480.3
25.04.2019	5219
26.04.2019	5410.8
29.04.2019	5480.1
30.04.2019	5599.5
01.05.2019	5629.6
02.05.2019	5723.8
03.05.2019	6016
06.05.2019	6027.9
07.05.2019	6087.9
08.05.2019	6201
09.05.2019	6258.4
10.05.2019	6438.7
13.05.2019	7753.2
14.05.2019	7958.3
15.05.2019	8132.9
16.05.2019	7857
17.05.2019	7415.4
20.05.2019	7985
21.05.2019	7937
22.05.2019	7621.1
23.05.2019	7872.4
24.05.2019	7994.9
26.05.2019	8729.9
27.05.2019	8806
28.05.2019	8740.9
29.05.2019	8680.9
30.05.2019	8269.9
31.05.2019	8533.3
03.06.2019	8103.4
04.06.2019	7692.8
05.06.2019	7789.3
06.06.2019	7805.6
07.06.2019	7991.5
10.06.2019	8013.7
11.06.2019	7904.1
12.06.2019	8175.4
13.06.2019	8227.4
14.06.2019	8689.1
17.06.2019	9356
18.06.2019	9095.9
19.06.2019	9305.9
20.06.2019	9557.1
21.06.2019	10236
24.06.2019	11053
25.06.2019	11751
26.06.2019	12876
27.06.2019	11200
28.06.2019	12349
01.07.2019	10639
02.07.2019	10866
03.07.2019	11984
04.07.2019	11169
05.07.2019	10998
08.07.2019	12301
09.07.2019	12553
10.07.2019	12093
11.07.2019	11340
12.07.2019	11765
15.07.2019	10820
16.07.2019	9410
17.07.2019	9683.2
18.07.2019	10622
19.07.2019	10519
22.07.2019	10329
23.07.2019	9854.9
24.07.2019	9771
25.07.2019	9890.1
26.07.2019	9842.5
29.07.2019	9507
30.07.2019	9589
31.07.2019	10088
01.08.2019	10399
02.08.2019	10519
05.08.2019	11808
06.08.2019	11471.2
07.08.2019	11997
08.08.2019	12060
09.08.2019	11893
12.08.2019	11404
13.08.2019	10904
14.08.2019	10067
15.08.2019	10327
16.08.2019	10366
19.08.2019	10937
20.08.2019	10793
21.08.2019	10146
22.08.2019	10117
23.08.2019	10408
26.08.2019	10377
27.08.2019	10184
28.08.2019	9727.4
29.08.2019	9509
30.08.2019	9601
01.09.2019	9779.1
02.09.2019	10388
03.09.2019	10641
04.09.2019	10590
05.09.2019	10578.7
06.09.2019	10317
09.09.2019	10318
10.09.2019	10122
11.09.2019	10175
12.09.2019	10452
13.09.2019	10374
16.09.2019	10295
17.09.2019	10214.1
18.09.2019	10185
19.09.2019	10301
20.09.2019	10198
23.09.2019	9702.6
24.09.2019	8547.9
25.09.2019	8474.7
26.09.2019	8103.6
27.09.2019	8213.4
30.09.2019	8331.1
01.10.2019	8334.9
02.10.2019	8413.4
03.10.2019	8257.9
04.10.2019	8170
07.10.2019	8227
08.10.2019	8211.2
09.10.2019	8607.5
10.10.2019	8596
11.10.2019	8280
14.10.2019	8370
15.10.2019	8191.1
16.10.2019	8016
17.10.2019	8092.3
18.10.2019	7987.2
21.10.2019	8243.9
22.10.2019	8058.9
23.10.2019	7493.7
24.10.2019	7453
25.10.2019	8679.1
28.10.2019	9225.7
29.10.2019	9445.5
30.10.2019	9184.3
31.10.2019	9185.6
01.11.2019	9289.1
04.11.2019	9441.2
05.11.2019	9333.9
06.11.2019	9353
07.11.2019	9208
08.11.2019	8782.4
11.11.2019	8737.7
12.11.2019	8830
13.11.2019	8801.1
14.11.2019	8655.7
15.11.2019	8495.8
18.11.2019	8219.5
19.11.2019	8164.9
20.11.2019	8126.4
21.11.2019	7671.1
22.11.2019	7323
25.11.2019	7168
26.11.2019	7198.3
27.11.2019	7549.3
28.11.2019	7460.8
29.11.2019	7796.6
02.12.2019	7350.3
03.12.2019	7336
04.12.2019	7238.2
05.12.2019	7440
06.12.2019	7588.3
09.12.2019	7379.5
10.12.2019	7254.6
11.12.2019	7230.7
12.12.2019	7224
13.12.2019	7283.2
16.12.2019	6926.8
17.12.2019	6667.1
18.12.2019	7323.4
19.12.2019	7181.8
20.12.2019	7212.9
23.12.2019	7347.4
24.12.2019	7276.9
25.12.2019	7220.1
26.12.2019	7232.4
27.12.2019	7287
30.12.2019	7260.9
31.12.2019	7208.3
01.01.2020	7212.7
02.01.2020	6989.4
03.01.2020	7367.5
06.01.2020	7757.9
07.01.2020	8150
08.01.2020	8036.8
09.01.2020	7817.5
10.01.2020	8176.3
13.01.2020	8094.5
14.01.2020	8775.6
15.01.2020	8807.7
16.01.2020	8720.6
17.01.2020	8875.4
19.01.2020	8694
20.01.2020	8638.2
21.01.2020	8734.1
22.01.2020	8663.9
23.01.2020	8403.5
24.01.2020	8447.1
26.01.2020	8621.6
27.01.2020	8912
28.01.2020	9393.7
29.01.2020	9304.2
30.01.2020	9512.7
